TABLE_ID,CODIGO,ESCUELA,REGION,DISTRITO,MUNICIPIO_ESCOLAR,DIRECCION_FISICA,DIRECCION_MUNICIPIO,DIRECCION_ESTADO,DIRECCION_ZIPCODE,GEOLOCALIZACION,TELEFONO,FAX,DIRECTOR,ZONA,OPERACIONAL_2018-2019,NIVEL_ORIGINAL,GRADOS_ORIGINAL,GRADOS_POSTERIOR,MATRICULA_TOTAL,GRADO_INFANT,GRADO_TODDLER,GRADO_PK,GRADO_PKE,GRADO_PKM,GRADO_K,GRADO_1,GRADO_2,GRADO_3,GRADO_4,GRADO_5,GRADO_6,GRADO_SGE,GRADO_7,GRADO_8,GRADO_9,GRADO_SGI,GRADO_10,GRADO_11,GRADO_12,GRADO_SGS,ESPAÑOL_[PROFICIENTE+AVANZADO],ESPAÑOL_PRE-BÁSICO,ESPAÑOL_BÁSICO,ESPAÑOL_PROFICIENTE,ESPAÑOL_AVANZADO,MATEMÁTICAS_[PROFICIENTE+AVANZADO],MATEMÁTICAS_PRE-BÁSICO,MATEMÁTICAS_BÁSICO,MATEMÁTICAS_PROFICIENTE,MATEMÁTICAS_AVANZADO,INGLÉS_[PROFICIENTE+AVANZADO],INGLÉS_PRE-BÁSICO,INGLÉS_BÁSICO,INGLÉS_PROFICIENTE,INGLÉS_AVANZADO,BAJO_NIVEL_POBREZA
961,47357,SEVERO E COLBERG RAMIREZ,MAYAGUEZ,CABO ROJO,CABO ROJO,102 AVE PEDRO ALBIZU CAMPOS,CABO ROJO,PR,00623-0000,"(18.0869, -67.15245)",255-2720,255-2760,NYDIA ACOSTA RAMOS,RURAL,SI,ELEMENTAL,"PK - 6 , EEE","PK - 6 , EEE",421,,,,,,52,67,51,77,78,78,,18,,,,,,,,,46.49,15.05,38.46,26.76,19.73,35.79,12.04,52.17,21.74,14.05,36.36,19.19,44.44,22.56,13.8,79.54
962,75234,SILVESTRE MARTINEZ,BAYAMON,COROZAL,NARANJITO,CARR 826 KM 12 HM 1 BO GUADIANA COM LAGO LA PLATA,NARANJITO,PR,00719-0000,"(18.32214, -66.22565)",869-1266,869-7384,ELSA OTERO RIVERA,RURAL,SI,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",300,,,,,,70,57,42,45,41,45,,,,,,,,,,,91.6,0,8.4,24.43,67.18,87.79,2.29,9.92,8.4,79.39,87.02,0.76,12.21,30.53,56.49,71.59
963,25312,SIMON MADERA,CAGUAS,GUAYAMA,GUAYAMA,CALLE McARTHUR,GUAYAMA,PR,00785-0000,"(17.98261, -66.11867)",864-0766,866-3763,LINDA I. SANTIAGO DONES,URBANA,SI,ELEMENTAL,K - 6,K - 6,321,,,,,,39,47,46,40,37,40,43,,29,,,,,,,,65.24,4.81,29.95,29.41,35.83,51.34,2.67,45.99,29.41,21.93,79.03,2.15,18.82,39.25,39.78,50.65
964,20511,SINFOROSO APONTE,CAGUAS,BARRANQUITAS,BARRANQUITAS,CARR 152 KM 3 HM 9 BO QUEBRADILLAS,BARRANQUITAS,PR,00794-0000,"(18.21153, -66.29105)",857-4972,857-2361,LUIS MELENDEZ DAVID,RURAL,NO,ELEMENTAL,K - 6,K - 6,161,,,,,,20,22,23,24,34,34,,4,,,,,,,,,88.04,1.09,10.87,33.7,54.35,86.96,0,13.04,29.35,57.61,79.35,4.35,16.3,50,29.35,75.5
965,63164,SOFIA REXACH,SAN JUAN,SAN JUAN II,SAN JUAN IV,2024 CALLE SANTA ELENA CANTERA,SAN JUAN,PR,00916-4124,"(18.43048, -66.04169)",728-8460,,JOSE DE JESUS,URBANA,NO,ELEMENTAL,K - 3,K - 3,166,,,,,16,42,44,36,28,,,,,,,,,,,,,52.24,14.93,32.84,31.34,20.9,56.72,7.46,35.82,19.4,37.31,43.94,19.7,36.36,30.3,13.64,83.82
966,56085,SOR ISOLINA FERRE,PONCE,PONCE,PONCE II,CALLE SOLIMAR URB VILLA DEL CARMEN,PONCE,PR,00734-0067,"(17.97787, -66.60445)",840-6075,840-5503,MICHELETTE QUINONES LOPEZ,URBANA,SI,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",416,,,,,,,,,,,,143,,119,130,,24,,,,,46.85,16.62,36.52,28.97,17.88,4.05,38.23,57.72,3.29,0.76,38.73,25.06,36.2,23.29,15.44,76.1
967,66316,SOTERO FIGUEROA,SAN JUAN,SAN JUAN I,SAN JUAN II,AVE PALMA REAL Y FORDHAM,SAN JUAN,PR,00927-0000,"(18.40382, -66.06068)",765-8132,751-1064,FRANKIE TORRES,URBANA,SI,INTERMEDIO,9-Jul,9-Jul,410,,,,,,,,,,,,180,,95,135,,,,,,,71.57,2.61,25.82,30.39,41.18,27.12,10.46,62.42,18.63,8.5,67.32,10.13,22.55,33.01,34.31,50.73
968,56820,STELLA MARQUEZ,CAGUAS,GUAYAMA,SALINAS,CALLE UNION FINAL,SALINAS,PR,00751-0000,"(17.9731, -66.29647)",824-3357,824-0391,ARLENE D. SANTIAGO ORTIZ,URBANA,SI,SUPERIOR,12-Oct,12-Oct,382,,,,,,,,,,,,,,,,101,,98,90,93,,27.4,23.29,49.32,17.81,9.59,0,27.4,72.6,0,0,30.14,43.84,26.03,15.07,15.07,75.2
969,40469,SU  ADAMS,MAYAGUEZ,AGUADILLA,AGUADILLA,CARR 2 KM 1022 BO. CAIMITAL ALTO,AGUADILLA,PR,-605,"(18.44374, -67.1178)",891-9170,882-5220,RICARDO PITRE FELICIANO,RURAL,NO,SEGUNDA UNIDAD,"PK - 9 ,PE, EEE,EEI","K - 8, EEI, EEE",827,,,17,,,60,57,60,64,70,85,98,,163,127,,26,,,,,47.6,13.2,39.2,25.4,22.2,32.53,8.03,59.44,21.49,11.04,59.64,10.64,29.72,28.51,31.12,83.51
970,72090,SU  ALMIRANTE NORTE,ARECIBO,VEGA ALTA,VEGA BAJA,CARR 160 KM 4 HM 3 BO ALMIRANTE NORTE,VEGA BAJA,PR,00694-7004,"(18.40873, -66.36765)",855-0931,855-0931,JORGE L. ACOSTA IRIZARRY,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEI","K - 8, EEE, EEI",522,,,15,,,45,32,40,46,49,49,62,,91,77,,16,,,,,43.43,15.49,41.08,18.86,24.58,22.26,23.97,53.77,14.73,7.53,25.86,32.76,41.38,16.9,8.97,89.43
971,71340,SU ADOLFO GARCIA,BAYAMON,COROZAL,NARANJITO,CARR 165 KM 1 HM 9 BO LOMAS,NARANJITO,PR,00719-0000,"(18.32437, -66.26702)",869-4008,869-4008,YARILIS SANTIAGO RAMOS,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE","K - 9 , EEE",301,,,,,,25,26,37,35,26,34,43,8,30,37,,,,,,,32.39,22.54,45.07,20.19,12.21,20.28,27.83,51.89,11.32,8.96,26.76,31.46,41.78,20.19,6.57,85.81
972,34199,SU AGAPITO LOPEZ FLORES,HUMACAO,LAS PIEDRAS,HUMACAO,URB VERDE MAR CALLE 6,"PUNTA SANTIAGO, HUMACAO",PR,00741-0000,"(18.161, -65.75979)",852-6494,850-0263,ZUGEILYS ORTIZ BELTRAN,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,349,,,,,,25,36,37,41,20,38,49,,49,54,,,,,,,37.4,17.72,44.88,20.08,17.32,16.93,25.98,57.09,9.06,7.87,26.88,37.55,35.57,19.37,7.51,81.12
973,44891,SU ALFREDO DORRINGTON,MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,URB VALLE HERMOSO 34 CALLE FLAMBOYAN,HORMIGUEROS,PR,6600010,"(18.14859, -67.1453)",806-0185,832-5755,MILTON ROSAS GAUD,URBANA,SI,SEGUNDA UNIDAD,PK - 9,PK - 9,313,,,8,,,23,27,27,21,26,44,26,,60,51,,,,,,,30.36,21.43,48.21,21.43,8.93,17.04,21.52,61.43,12.56,4.48,26.01,40.36,33.63,17.49,8.52,73.09
974,12708,SU ANA DALILA BURGOS ORTIZ,BAYAMON,OROCOVIS,OROCOVIS,CARR 155 KM 1 BO BAUTA ARRIBA,OROCOVIS,PO BOX 1841,00720-0000,"(18.18472, -66.40214)",867-0106,867-5898,JANETTE LOPEZ,RURAL,NO,SEGUNDA UNIDAD,"K - 9 , EEE","K - 9 , EEE",158,,,,,,13,12,22,15,8,19,18,4,23,24,,,,,,,92,1,7,20,72,81,0,19,33,48,93,1,6,16,77,88.39
975,12724,SU ANA JOAQUINA ORTIZ ORTIZ,BAYAMON,OROCOVIS,OROCOVIS,CARR 156 KM 6 HM 2 BO BOTIJAS 2,OROCOVIS,PO BOX 136,00720-0000,"(18.21376, -66.35607)",867-2180,867-0525,IDA OCASIO MIRANDA,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEI","K - 9 , EEI",187,,,,,,17,18,21,14,25,14,27,2,23,20,,6,,,,,68,4.8,27.2,23.2,44.8,56.8,2.4,40.8,32.8,24,41.6,6.4,52,30.4,11.2,75
976,32680,SU ANDRES SANDIN,HUMACAO,YABUCOA,YABUCOA,CARR 906 KM 2.5 BO AGUACATE,YABUCOA,PR,00767-0000,"(18.08559, -65.8468)",893-1070,893-1070,ANNETTE DEL MORAL ROSARIO,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEI","K - 9 , EEI",341,,,,,,24,32,22,27,34,28,42,,48,81,,3,,,,,39.02,18.56,42.42,22.35,16.67,9.09,26.89,64.02,6.44,2.65,21.97,35.23,42.8,15.53,6.44,72.64
977,11932,SU ANGELICA DELGADO,ARECIBO,CAMUY,LARES,CARR 129 KM 135 BARRIO BUENOS AIRES SEC LA AMERICA,LARES,PR,00669-0000,"(18.26961, -66.85241)",897-1905,897-1915,BLANCA I GONZALEZ NEGRON,RURAL,SI,ELEMENTAL,PK - 6,PK - 6,427,,,16,,,35,41,55,46,56,43,53,14,41,27,,,,,,,59.85,7.34,32.82,26.25,33.59,51.74,9.65,38.61,27.8,23.94,64.73,10.85,24.42,39.92,24.81,81.27
978,51458,SU ANTONIA SERRANO GONZALEZ,PONCE,UTUADO,JAYUYA,CARR 141 KM 11 HM 1 BO MAMEYES,JAYUYA,PR,00664-0000,"(18.26075, -66.57882)",828-1285,828-2278,MYRIAM SANTIAGO DOTIL,RURAL,SI,SEGUNDA UNIDAD,"PK - 9 , EEE","PK - 9 , EEE",190,,,7,,,19,16,27,18,21,28,15,3,20,16,,,,,,,60.34,6.9,32.76,25.86,34.48,31.9,14.66,53.45,12.07,19.83,34.48,22.41,43.1,26.72,7.76,89.71
979,41020,SU ANTONIO ACARON CORREA,MAYAGUEZ,CABO ROJO,CABO ROJO,CARR 102 KM 21 HM 9 BO MONTE GRANDE,CABO ROJO,PR,6231315,"(18.08766, -67.13108)",851-3383,851-3383,ADA PADILLA COMAS,RURAL,SI,SEGUNDA UNIDAD,42979,42979,351,,,,,,25,26,26,30,29,31,45,,81,58,,,,,,,57.41,6.67,35.93,27.41,30,17.78,17.41,64.81,12.59,5.19,52.96,15.19,31.85,30,22.96,58.67
980,51441,SU ANTONIO ROMERO MUNIZ,PONCE,UTUADO,JAYUYA,CARR 140 KM 16 HM 0 BO COLLORES,JAYUYA,PR,00664-0000,"(18.19782, -66.62139)",828-2144,828-2169,MARIA M. CORDERO RIVERA,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,267,,,,,,20,29,24,27,25,20,44,,35,43,,,,,,,34.52,19.8,45.69,23.35,11.17,18.27,29.95,51.78,11.68,6.6,23.98,35.2,40.82,20.92,3.06,89.58
981,42481,SU ARISTIDES MAISONAVE,MAYAGUEZ,SAN SEBASTIAN,MOCA,CARR.0464KM.3 HM.2 BO. ACEITUNA,MOCA,PR,00676-0000,"(18.44316, -67.06754)",830-5538,830-0255,NOEL DIAZ HERNANDEZ,RURAL,NO,SEGUNDA UNIDAD,K - 9,K - 9,137,,,,,,21,15,20,23,28,30,,,,,,,,,,,51.11,14.07,34.81,22.22,28.89,32.84,27.61,39.55,12.69,20.15,54.48,16.42,29.1,26.12,28.36,73.44
982,32433,SU ASUNCION LUGO,HUMACAO,YABUCOA,YABUCOA,CARR 701 BO CAMINO NUEVO,YABUCOA,PR,00767-1514,"(18.03649, -65.84665)",893-2626,893-2626,EDUARDO MEDINA APONTE,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE","K - 9 , EEE",217,,,,,,15,24,28,33,10,26,25,4,29,22,,1,,,,,36.84,15.13,48.03,20.39,16.45,19.74,25,55.26,9.87,9.87,19.08,36.18,44.74,14.47,4.61,83.09
983,17749,SU BARRIO SABANA HOYOS (NUEVA),ARECIBO,ARECIBO,ARECIBO II,CARR 639 KM 3 HM 2 BO. SABANA HOYOS,ARECIBO,PR,6880000,"(18.40143, -66.60302)",815-9087,,DELIA COLON,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE",k - 8,593,,,,,,50,46,53,65,59,78,82,6,78,71,,5,,,,,57.81,7.81,34.38,31.25,26.56,35.71,8.26,56.03,19.64,16.07,50.89,15.85,33.26,34.38,16.52,83.45
984,20172,SU BAYAMONCITO,CAGUAS,CIDRA,AGUAS BUENAS,"CARR 156 KM 42 HM 3, BO. BAYAMONCITO",AGUAS BUENAS,PR,00703-0000,"(18.23688, -66.16217)",732-7160,732-0440,MARIA AQUINO,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,288,,,,,,16,21,13,15,20,19,45,,55,46,38,,,,,,55.31,8.94,35.75,27.37,27.93,25.7,15.64,58.66,13.97,11.73,44.69,21.23,34.08,26.82,17.88,79.65
985,43729,SU BERNALDO MENDEZ JIMENEZ,MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,CARR 125 KM 1 HM 5 BO HATO ARRIBA,SAN SEBASTIAN,PR,00685-0000,"(18.36094, -67.03254)",896-5980,896-5980,JUDITH SOTO CENTENO,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,416,,,,,,19,16,29,27,34,47,66,,89,89,,,,,,,31.1,21.65,47.26,19.21,11.89,14.02,32.01,53.96,11.59,2.44,34.77,24.62,40.62,21.23,13.54,82.11
986,12518,SU BONIFACIO ALVARADO,BAYAMON,OROCOVIS,OROCOVIS,CARR 143 KM 41 HM 8 BO BERMEJALES,OROCOVIS,PO BOX 1202,00720-0000,"(18.17448, -66.43287)",867-4633,867-0765,JOSE T. APONTE MELENDEZ,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,190,,,,,,22,21,22,25,21,21,20,,19,19,,,,,,,86.15,3.85,10,28.46,57.69,70.77,1.54,27.69,36.15,34.62,76.15,0.77,23.08,50.77,25.38,75.82
987,12716,SU BOTIJAS I,BAYAMON,OROCOVIS,OROCOVIS,CARR 568 KM 5 HM 5 BO BOTIJAS I,OROCOVIS,PO BOX 2115,00720-0000,"(18.24139, -66.36643)",867-2260,867-2260,YOLANDA TORRES RAMIREZ,RURAL,SI,SEGUNDA UNIDAD,"PK - 9 , EEE","PK - 9 , EEE",186,,,10,,,12,21,18,25,20,20,16,8,17,16,,3,,,,,61.21,4.31,34.48,29.31,31.9,38.79,7.76,53.45,25,13.79,68.1,6.03,25.86,47.41,20.69,85.38
988,70334,SU CACIQUE MAJAGUA,BAYAMON,BAYAMON,BAYAMON III,CARR 167 RAMAL 829 km 1.4 BO BUENA VISTA,BAYAMON,PR,00956-9611,"(18.32943, -66.18746)",797-5480,799-5707,MAYRA B. FLORES BONILLA,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,248,,,,,,24,20,26,27,25,23,34,,35,34,,,,,,,35.52,15.85,48.63,24.04,11.48,20.77,20.22,59.02,16.94,3.83,20.33,39.56,40.11,14.29,6.04,78.1
989,22566,SU CARLOS ZAYAS,HUMACAO,YABUCOA,SAN LORENZO,CARR 916 KM 4 HM 4 CERRO GORDO,SAN LORENZO,PR,00754-0000,"(18.15569, -65.95272)",736-9633,736-1262,YAHER COSS CRESPO,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEI","K - 9 , EEI",258,,,,,,24,24,22,18,30,40,34,,39,27,,,,,,,37.57,13.76,48.68,23.28,14.29,17.46,19.05,63.49,11.64,5.82,31.75,24.87,43.39,23.28,8.47,78.05
990,43752,SU CARMELO SERRANO CUBANO,MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,CARR 445 KM 3 HM 6 BO SALTOS,SAN SEBASTIAN,PR,-685,"(18.37601, -67.00415)",896-6810,280-1365,SOL DE LOURDES RIOS MAURY,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,352,,,,,,20,23,19,25,30,31,46,,100,58,,,,,,,44.76,16.08,39.16,26.92,17.83,19.15,23.05,57.8,12.77,6.38,48.76,16.25,34.98,30.39,18.37,78.78
991,41004,SU CARMEN VIGNALS ROSARIO,MAYAGUEZ,CABO ROJO,CABO ROJO,CARR 101 KM 18 HM 5 BO BOQUERON,CABO ROJO,PR,00623-0000,"(18.02859, -67.16659)",851-3200,851-3200,ADALINE TROCHE VARONA,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE - EEI","K - 9 , EEE - EEI",265,,,,,,25,16,20,16,29,22,20,19,33,48,,17,,,,,45.29,15.88,38.82,23.53,21.76,18.93,22.49,58.58,11.83,7.1,40.83,28.4,30.77,21.89,18.93,78.84
992,20339,SU CARMEN ZENAIDA VEGA (LA PLATA),CAGUAS,BARRANQUITAS,AIBONITO,CARR 723 RAMAL 728 KM 1 HM 1 BO. LA PLATA,AIBONITO,PR,00786-0161,"(18.15173, -66.23225)",735-1277,735-4096,ALICIA RIVERA ZAYAS,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,217,,,,,,20,26,19,22,23,25,24,,27,31,,,,,,,50.33,12.58,37.09,25.83,24.5,31.13,6.62,62.25,19.87,11.26,43.05,25.17,31.79,25.17,17.88,76.19
993,21543,SU CERTENEJAS II,CAGUAS,CIDRA,CIDRA,CARR 172 KM 8 HM 1 BO BAYAMON SECTOR CERTENEJAS I,CAYEY,PR,7390000,"(18.1943, -66.10755)",739-6195,739-0033,MILAGROS PEREZ VAZQUEZ,RURAL,SI,SEGUNDA UNIDAD,42981,42981,435,,,,,,28,33,38,49,47,48,75,3,55,59,,,,,,,47.04,12.77,40.19,26.79,20.25,22.43,24.92,52.65,15.26,7.17,38.01,20.56,41.43,23.68,14.33,70.14
994,30742,SU CLARA M ARAMBURU,HUMACAO,LAS PIEDRAS,JUNCOS,CARR 31 KM 20.8,JUNCOS,PR,00777-0000,"(18.23526, -65.88013)",734-7444,734-1190 - 734-8579,ALBERTO RODRIGUEZ RIVAS,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE - EEI","K - 9 , EEE - EEI",494,,,,6,,26,25,33,24,35,40,72,20,105,104,,4,,,,,30.16,22.28,47.55,17.93,12.23,12.23,35.87,51.9,8.97,3.26,25.34,43.6,31.06,17.71,7.63,75.57
995,30569,SU CRUZ ORTIZ STELLA,HUMACAO,LAS PIEDRAS,HUMACAO,CARR 926 KM 5 BO COLLORES. CERCA HOGAR NUEVA VIDA,"PUNTA SANTIAGO, HUMACAO",PR,00741-0000,"(18.18203, -65.82759)",852-5740 - 285-7073,852-5740,MARITZA CRUZ ROSADO,RURAL,NO,SEGUNDA UNIDAD,K - 9,K - 9,269,,,,,,22,15,16,24,28,28,36,,49,51,,,,,,,60.95,3.81,35.24,32.86,28.1,61.24,5.26,33.49,31.58,29.67,71.77,3.35,24.88,35.41,36.36,76.92
996,42812,SU CUCHILLAS,MAYAGUEZ,SAN SEBASTIAN,MOCA,CARR 444 KM 3 HM 7,MOCA,PR,6761672,"(18.40246, -67.07765)",877-3150,877-3150,AIDA E. GONZALEZ CORDERO,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE - EEI","K - 5, EEE, EEI",255,,,,,,31,40,43,48,44,41,,3,,,,5,,,,,35.08,21.47,43.46,18.32,16.75,28.27,24.08,47.64,14.66,13.61,40.31,25.13,34.55,29.84,10.47,86.44
997,42952,SU DAVID ANTONGIORGI CORDOVA,MAYAGUEZ,CABO ROJO,SABANA GRANDE,CARR 121 KM 5 HM O BO MACHUCHAL,SABANA GRANDE,PR,00637-0000,"(18.03966, -66.93959)",873-1521,873-3666,JEANNETTE TORRES SANTIAGO,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE","K - 9 , EEE",547,,,,,,45,50,57,48,52,53,70,10,79,83,,,,,,,72.24,5.14,22.62,30.33,41.9,46.67,10.51,42.82,22.56,24.1,76.35,4.63,19.02,31.88,44.47,71.19
998,12419,SU DAVID COLON VEGA,BAYAMON,OROCOVIS,MOROVIS,CARR 617 KM 3 HM 1 RAMAL 6616 BO MOROVIS SUR,MOROVIS,PO BOX 1584,00687-0000,"(18.30393, -66.41504)",862-2835,862-2835,ADA GONZALEZ,RURAL,NO,SEGUNDA UNIDAD,K - 9,K - 9,202,,,,,,13,15,13,21,17,17,39,6,31,30,,,,,,,69.23,3.21,27.56,26.92,42.31,82.69,0,17.31,30.13,52.56,85.26,0,14.74,21.15,64.1,78.68
999,71068,SU DEMETRIO RIVERA,BAYAMON,COROZAL,COROZAL,CARR 802 BO PALMARITO,COROZAL,PR,00783-0000,"(18.26875, -66.34011)",859-4111,859-6368,LUZ M. RIVERA APONTE,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE","K - 8,  EEE, EEI",400,,,,,,56,53,45,35,30,55,36,7,43,40,,,,,,,54.33,8.17,37.5,31.25,23.08,37.98,10.1,51.92,24.52,13.46,47.6,10.1,42.31,33.65,13.94,86.53
1000,62943,SU DR ARTURO MORALES CARRION,SAN JUAN,SAN JUAN II,SAN JUAN V,CARR 1 RM 19.3 BO TORTUGO,SAN JUAN,PR,00928-0000,"(18.34729, -66.09256)",720-3708,287-1035,MARIA ELENA COLLAZO J.D.,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEI","K - 9 , EEI",383,,,,,,32,24,35,24,43,36,84,,40,31,,34,,,,,31.39,19.28,49.33,21.08,10.31,24.55,21.88,53.57,19.2,5.36,24.55,32.59,42.86,19.64,4.91,87.07
1001,54452,SU EL PINO,PONCE,SANTA ISABEL,VILLALBA,,,,,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.88
1002,10322,SU ENRIQUE DE JESUS BORRAS,ARECIBO,ARECIBO,ARECIBO I,CARR 10 KM 78 HM 9 BO HATO VIEJO,ARECIBO,PR,00613-0000,"(18.40842, -66.69891)",878-7699,878-9397,BLANCA I. ROMERO LOPEZ,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,274,,,,,,30,30,31,34,23,24,25,6,29,42,,,,,,,50,13.33,36.67,20,30,25.28,21.35,53.37,8.99,16.29,37.99,24.58,37.43,22.35,15.64,84.88
1003,40220,SU EPIFANIO ESTRADA,MAYAGUEZ,AGUADILLA,AGUADA,CARR 411 KM.2 HM.8 BO JAGUEY,AGUADA,PR,6020000,"(18.36154, -67.19954)",868-2670,868-1760,ANANILSA MENDEZ BARRETO,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,730,,15,17,11,18,50,68,60,58,67,71,80,,114,101,,,,,,,54.99,8.83,36.18,26.78,28.21,19.6,17.9,62.5,10.23,9.38,59.09,8.52,32.39,27.27,31.82,69.74
1004,12807,SU EUGENIO MARIA DE HOSTOS,ARECIBO,CAMUY,QUEBRADILLAS,CARR 453 SECT SOLLER BO GUAJATACA,QUEBRADILLAS,PR,00678-0000,"(18.38462, -66.91392)",895-5077,895-7639,OLGA GOYCO MORALES,RURAL,NO,SEGUNDA UNIDAD,K - 9,K - 9,107,,,,,,13,20,11,6,10,4,20,,12,11,,,,,,,52.94,8.82,38.24,27.94,25,32.84,10.45,56.72,11.94,20.9,32.84,17.91,49.25,23.88,8.96,87.38
1005,21352,SU EUGENIO MARIA DE HOSTOS,CAGUAS,CIDRA,CAYEY,CARR 14 KM 65 HM 3 BO TOITA,CAYEY,PR,00737-2528,"(18.13522, -66.19514)",738-5866,738-0166,ANGEL R. BETANCOURT RIVERA,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,208,,,,,,17,16,17,19,16,13,28,,28,16,,38,,,,,25.19,18.32,56.49,16.03,9.16,20,23.08,56.92,13.85,6.15,18.6,44.19,37.21,8.53,10.08,83.25
1006,50443,SU EUGENIO NAZARIO SOTO,PONCE,SANTA ISABEL,COAMO,CARR 702 KM 2 HM 3 BO CUYON,COAMO,PR,00769-0000,"(18.07978, -66.30244)",825-5759,825-5759,DRA. MARIA L FERNANDEZ MARRERO,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,206,,,,,,22,22,19,12,13,16,41,,27,34,,,,,,,50,12.1,37.9,27.42,22.58,25.81,16.94,57.26,12.9,12.9,37.9,21.77,40.32,25.81,12.1,75.77
1007,10546,SU FEDERICO DEGETAU,ARECIBO,ARECIBO,ARECIBO I,CARR 2 KM 68 BO SANTANA,ARECIBO,PR,00612-0000,"(18.44575, -66.665)",881-1524,878-9708,SONIA N FREYTES NEGRON,RURAL,SI,SEGUNDA UNIDAD,"PK - 9 , EEE - EEI","PK - 9 , EEE - EEI",609,,,4,,,28,43,42,43,50,39,108,3,119,123,,7,,,,,64.42,7.21,28.37,29.81,34.62,38.22,11.54,50.24,14.9,23.32,52.29,15.18,32.53,27.23,25.06,72.03
1008,41012,SU FEDERICO DEGETAU,MAYAGUEZ,CABO ROJO,CABO ROJO,CARR 103 KM 11 HM 9 BO BOQUERON,CABO ROJO,PR,00623-0000,"(18.04522, -67.14746)",851-1047,851-1047,ARLYN NEGRON DIAZ,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,302,,,,,,23,26,17,17,15,25,62,,62,55,,,,,,,44.06,12.87,43.07,25.74,18.32,11.88,20.3,67.82,10.4,1.49,34.65,28.71,36.63,23.27,11.39,80.07
1009,42234,SU FELISA RINCON DE GAUTHIER,MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,CARR.339 KM.0HM.3 BO. LIMON,MAYAGUEZ,PR,-681,"(18.18992, -67.06194)",831-5066,831-5066,NORMA I. CRUZ ECHEVARRIA,RURAL,NO,SEGUNDA UNIDAD,K - 9,K - 9,110,,,,,,6,13,14,10,10,15,7,,20,15,,,,,,,79.03,3.23,17.74,8.06,70.97,87.1,0,12.9,25.81,61.29,69.35,1.61,29.03,32.26,37.1,88.79
1010,76349,SU FRANCISCO FELICIE MARTINEZ,ARECIBO,VEGA ALTA,VEGA ALTA,CARR 693 CALLE 2 KM 14 HM 4 BO BRENAS,VEGA ALTA,PR,6921507,"(18.44576, -66.34864)",883-4535,270-0212,WILLIAM RIVERA FONTIN,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE","K - 9 , EEE",575,,,,,,46,47,43,57,61,58,74,3,106,80,,,,,,,53.18,7.95,38.86,25.23,27.95,34.09,15.68,50.23,17.05,17.05,37.27,22.5,40.23,23.18,14.09,72.61
1011,43398,SU FRANCISCO MARIA  QUINONES,MAYAGUEZ,CABO ROJO,SAN GERMAN,CARR 102 KM 37 BO MINILLAS,SAN GERMAN,PR,00683-0000,"(18.07797, -66.99383)",892-6315,892-5755,JOSE MORALES,RURAL,SI,SEGUNDA UNIDAD,K - 9,K - 9,266,,,,,,18,16,24,22,18,23,28,,46,71,,,,,,,57.14,9.18,33.67,26.02,31.12,27.55,16.84,55.61,19.9,7.65,33.85,24.62,41.54,21.03,12.82,78.6
